title,brand,description,initial_price,final_price,currency,availability,reviews_count,images_count,url,item_weight,rating,product_dimensions,discount,manufacturer,delivery,buybox_prices,parent_asin,is_available,images,product_details,max_quantity_available,return_policy
Butterfly Backdrop A Little Butterfly is On The Way Baby Shower Banner Rustic Wood Purple and Pink Floral Photography Background for Girls Birthday Party Decoration Supplies,Tiamon,"Thick polyester fabric, lightweight and sturdy Pre set brass rings for easy hanging Washable, no fading, multiple use Butterfly Photo Supplies Versatile and can be applied for birthday parties, baby shower parties for girls, and can bring a joyful party to you. Butterfly Background Decor Butterfly decorations are made of lightweight materials, easy to hang, tear-resistant, and reusable. Sweet Butterfly Banner Works well for decoration, creating a lively and joyful atmosphere for the party.",9.49,9.49,USD,Only 15 left in stock - order soon.,149,7,https://www.amazon.com/Butterfly-Backdrop-Photography-Background-Decoration/dp/B0B6VVSDGF?th=1&psc=1&language=en_US&currency=USD,5.9 ounces,4.6,72.83 x 43.31 x 0.01 inches,,Tiamon,"[""FREE delivery Wednesday, July 16 on orders shipped by Amazon over $35"",""Or Prime members get FREE delivery Tomorrow, July 12. Order within 5 hrs 46 mins. Join Prime""]","{""final_price"":9.49,""unit_price"":null}",B0B6VVSDGF,TRUE,"[""https://m.media-amazon.com/images/I/81CeixVHiiL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81mnOZNbGPL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/91B6cziipWL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81D5pyP4rlL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81Ew4n-p7UL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/81m120J1zqL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/816qXMR7UTL._AC_SL1500_.jpg""]","[{""type"":""Product Dimensions"",""value"":""72.83 x 43.31 x 0.01 inches""},{""type"":""Item Weight"",""value"":""5.9 ounces""},{""type"":""ASIN"",""value"":""B0B6VVSDGF""},{""type"":""Item model number"",""value"":""Tiamon-Photography Background-04""},{""type"":""Customer Reviews"",""value"":""4.64.6 out of 5 stars149 ratings4.6 out of 5 stars""},{""type"":""Best Sellers Rank"",""value"":""#829,804 in Home & Kitchen (See Top 100 in Home & Kitchen)#9,427 in Party Banners#14,605 in Photographic Studio Photo Backgrounds""},{""type"":""Date First Available"",""value"":""July 18, 2022""},{""type"":""Manufacturer"",""value"":""Tiamon""},{""type"":""Country of Origin"",""value"":""China""},{""type"":""Color"",""value"":""Pink,Purple""},{""type"":""Size"",""value"":""Large""},{""type"":""Brand"",""value"":""Tiamon""},{""type"":""Product Care Instructions"",""value"":""Machine Wash""},{""type"":""Product Dimensions"",""value"":""72.83\""L x 43.31\""W""}]",15,
"MightySkins Carbon Fiber Skin For Logitech M510 Mouse - Cherry Blossom Tree | Protective, Durable Textured Carbon Fiber Finish | Easy To Apply, Remove, and Change Styles | Made in the USA, Model Number: CF-LOGM5101.5-Cherry Blossom Tree",MIGHTY SKINS,"Introducing Textured Carbon Fiber Skins With Printed Hd Designs Only From Mightyskins we are proud to introduce the new textured carbon fiber skin line which feature a full HD printed design with a textured carbon fiber finish. Do You Want Your Logitech Control Plus M510 Mouse To Look Different Than The Rest? You’re in the right place because we’ve got exactly what you’re looking for! This Cherry Blossom Tree skin is the perfect way to show off your style! Or with hundreds of other MightySkins designs, you can be sure to find one that you’ll love, and that will show off your unique style! Do You Want To Protect Your Logitech Control Plus M510 Mouse? With MightySkins your Logitech Control Plus M510 Mouse is protected from scratches, dings, dust, fingertips, and the wear-and-tear of everyday use! Cover your Logitech Control Plus M510 Mouse with a beautiful, stylish decal skin and keep it protected at the same time! Easy to apply, and easy to remove without any sticky residue! Make your favorite gear look like new, and stand out from the crowd! Order With Confidence - Satisfaction ! MightySkins are durable, reliable, made in our state-of-the-art production facility in the U. S. A. , and backed by our satisfaction ! Product Details: Vinyl decal sticker NOT A HARD CASE Matte Finish Ultra-Thin, Ultra-Durable, Stain Resistant Hundreds of different designs Logitech Control Plus M510 Mouse is not included.",,,USD,Currently unavailable. We don't know when or if this item will be back in stock.,0,3,https://www.amazon.com/MightySkins-Carbon-Fiber-Logitech-Mouse/dp/B083ZLDNXQ?th=1&psc=1&language=en_US&currency=USD,8 ounces,0,3 x 3 x 3 inches,,MightySkins,,"{""unit_price"":null}",B083ZLDNXQ,FALSE,"[""https://m.media-amazon.com/images/I/61F4TPBO4QL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/612lGayNGCL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/61RSVIXIFrL._AC_SL1000_.jpg""]","[{""type"":""Product Dimensions"",""value"":""3 x 3 x 3 inches""},{""type"":""Item Weight"",""value"":""8 ounces""},{""type"":""ASIN"",""value"":""B083ZLDNXQ""},{""type"":""Item model number"",""value"":""CF-LOGM5101.5-Cherry Blossom Tree""},{""type"":""Other display features"",""value"":""Wireless""},{""type"":""Form Factor"",""value"":""Basic Case""},{""type"":""Color"",""value"":""Cherry Blossom Tree""},{""type"":""Whats in the box"",""value"":""One Skin""},{""type"":""Manufacturer"",""value"":""MightySkins""},{""type"":""Date First Available"",""value"":""January 18, 2020""},{""type"":""Brand"",""value"":""MIGHTY SKINS""},{""type"":""Color"",""value"":""Cherry Blossom Tree""},{""type"":""Hand Orientation"",""value"":""Right""},{""type"":""Compatible Devices"",""value"":""Logitech M510""},{""type"":""Material"",""value"":""Vinyl""}]",,
"MightySkins Skin Compatible with Beats by Dr. Dre Pill Plus - Dark Butterfly | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA",MIGHTY SKINS,"Do You Want Your Beats by Dr. Dre Pill Plus To Look Different Than The Rest? You’re in the right place because we’ve got exactly what you’re looking for! This Dark Butterfly skin is the perfect way to show off your style! Or with hundreds of other MightySkins designs, you can be sure to find one that you’ll love, and that will show off your unique style! Do You Want To Protect Your Pill Plus? With MightySkins your Pill Plus is protected from scratches, dings, dust, fingertips, and the wear-and-tear of everyday use! Cover your Pill Plus with a beautiful, stylish decal skin and keep it protected at the same time! Easy to apply, and easy to remove without any sticky residue! Make your favorite gear look like new, and stand out from the crowd! Order With Confidence - Satisfaction ! MightySkins are durable, reliable, made in our state-of-the-art production facility in the U. S. A. , and backed by our satisfaction ! Product Details: Vinyl decal sticker NOT A HARD CASE Matte Finish Ultra-Thin, Ultra-Durable, Stain Resistant Hundreds of different designs Beats by Dr. Dre Pill Plus is not included.",13.99,13.99,USD,In Stock,0,2,https://www.amazon.com/MightySkins-Skin-Beats-Pill-Plus/dp/B01B6GNOCM?th=1&psc=1&language=en_US&currency=USD,0.16 ounces,0,9 x 0.1 x 6 inches,,MightySkins,"[""FREE delivery Tuesday, July 15 on orders shipped by Amazon over $35. Order within 5 hrs 24 mins""]","{""final_price"":13.99,""unit_price"":null}",B01B6GNOCM,TRUE,"[""https://m.media-amazon.com/images/I/51e9fhgv6SL._AC_.jpg"",""https://m.media-amazon.com/images/I/61+hgGiUzLL._AC_SL1000_.jpg""]","[{""type"":""Product Dimensions"",""value"":""9 x 0.1 x 6 inches""},{""type"":""Item Weight"",""value"":""0.16 ounces""},{""type"":""ASIN"",""value"":""B01B6GNOCM""},{""type"":""Item model number"",""value"":""BEPILLPL-Dark Butterfly""},{""type"":""Is Discontinued By Manufacturer"",""value"":""No""},{""type"":""Other display features"",""value"":""Wireless""},{""type"":""Whats in the box"",""value"":""Item Skin""},{""type"":""Manufacturer"",""value"":""MightySkins""},{""type"":""Country of Origin"",""value"":""USA""},{""type"":""Date First Available"",""value"":""July 24, 2010""},{""type"":""Brand"",""value"":""MIGHTY SKINS""},{""type"":""Theme"",""value"":""Butterfly""},{""type"":""Manufacturer"",""value"":""MightySkins""},{""type"":""Global Trade Identification Number"",""value"":""00053722298323""},{""type"":""UPC"",""value"":""053722298323""}]",30,
CJP-Geek 6ft USB 2.0 Cable Cord Replacement for HP Photosmart Printer C6270 C6283 C6275 C6280 D110a,CJP-Geek,"CJP-Geek 6ft USB 2.0 Cable Cord Replacement for HP Photosmart Printer C6270 C6283 C6275 C6280 D110aHigh Performance for Critical ConnectionCJP-Geek 2.0 USB A Male to B Male Cable is your reliable choice to connect devices with USB Type B Male ports such as scanners, printers, and other devices.Full USB 2.0 Capability Faster data transfer speed and better security with compatible equipments.Over Voltage Protection, Over Heat Protection, Brand New&High Quality If you use this item for a long time, please keep it suitable ventilating and humidity.Notice:Please confirm the size of connector before purchasing.Any question,please feel free to contact us .Package Included:1 x 6ft USB 2.0 cable",5.99,5.99,USD,In Stock,0,6,https://www.amazon.com/CJP-Geek-Cable-Replacement-Photosmart-Printer/dp/B0B6RSH2XX?th=1&psc=1&language=en_US&currency=USD,0.18 Kilograms,0,8 x 6 x 1 inches,,CJP-Geek,"[""$2.99 delivery July 24 - 29. "",""Or fastest delivery Wednesday, July 23. ""]","{""final_price"":5.99,""unit_price"":null}",B0B6RSH2XX,TRUE,"[""https://m.media-amazon.com/images/I/51nQz1ILkYL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71OeX1VRT2L._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/71uZH7aOMzL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/51d5zUyeGyL._AC_SL1001_.jpg"",""https://m.media-amazon.com/images/I/61y7BmIcWtL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/51ACNDR8wlL._AC_SL1000_.jpg""]","[{""type"":""Brand"",""value"":""CJP-Geek""},{""type"":""Connector Type"",""value"":""Usb 2.0""},{""type"":""Cable Type"",""value"":""USB""},{""type"":""Compatible Devices"",""value"":""Pioneer, Numark, Yamaha, DigiTech, Samson""},{""type"":""Special Feature"",""value"":""High Speed, Data Transfer, Heat Resistant""},{""type"":""Color"",""value"":""Black""},{""type"":""Connector Gender"",""value"":""Male-to-Male""},{""type"":""Data Transfer Rate"",""value"":""6 Gigabits Per Second""},{""type"":""Shape"",""value"":""Round""},{""type"":""Unit Count"",""value"":""1.0 Count""},{""type"":""Item Weight"",""value"":""0.18 Kilograms""},{""type"":""Indoor/Outdoor Usage"",""value"":""Outdoor, Indoor""},{""type"":""Manufacturer"",""value"":""CJP-Geek""},{""type"":""Package Dimensions"",""value"":""8 x 6 x 1 inches""},{""type"":""Item Weight"",""value"":""6.3 ounces""},{""type"":""ASIN"",""value"":""B0B6RSH2XX""},{""type"":""Item model number"",""value"":""CJP-Geek-PSA-20220716-54""},{""type"":""Date First Available"",""value"":""July 16, 2022""},{""type"":""Country of Origin"",""value"":""China""},{""type"":""Brand"",""value"":""CJP-Geek""},{""type"":""Connector Type"",""value"":""Usb 2.0""},{""type"":""Cable Type"",""value"":""USB""},{""type"":""Compatible Devices"",""value"":""Pioneer, Numark, Yamaha, DigiTech, Samson""},{""type"":""Special Feature"",""value"":""High Speed, Data Transfer, Heat Resistant""}]",30,30-day refund/replacement
Complete Lamp Kit for Marantz 2226 - LED Version,Vintage Electronics,This is a complete lamp kit for the Marantz 2226 Stereo Receiver. It is made up of all LEDs (Cool Blue color fuse lamps) and includes all the lamps (LEDS) needed to completely re-lamp your receiver. The LEDs are custom made by Vintage Electronics to work without any modifications to the unit. They connect just like the original incandescent lamps,26.3,26.3,USD,In Stock,3,1,https://www.amazon.com/Complete-Lamp-Kit-Marantz-2226/dp/B01FV1LDN0?th=1&psc=1&language=en_US&currency=USD,,5,,,Vintage Electronics,"[""FREE delivery Wednesday, July 23. ""]","{""final_price"":26.3,""unit_price"":null}",B01FV1LDN0,TRUE,"[""https://m.media-amazon.com/images/I/51f97SWKyxL._AC_.jpg""]","[{""type"":""ASIN"",""value"":""B01FV1LDN0""},{""type"":""Item model number"",""value"":""6543849507""},{""type"":""Customer Reviews"",""value"":""5.05.0 out of 5 stars3 ratings5.0 out of 5 stars""},{""type"":""Best Sellers Rank"",""value"":""#817,932 in Electronics (See Top 100 in Electronics)#6,591 in Television Replacement Parts""},{""type"":""Is Discontinued By Manufacturer"",""value"":""No""},{""type"":""Date First Available"",""value"":""May 18, 2016""},{""type"":""Manufacturer"",""value"":""Vintage Electronics""},{""type"":""Country of Origin"",""value"":""USA""}]",29,30-day refund/replacement
PUXICU Protective Case Compatible with iPad Mini 5th/4th Generation – Hybrid Shockproof Tablet Case with Kickstand with Capacitive Pen – Full-Body Tablet Cover with Rugged Drop Protection – Blue,Puxicu,"At Puxicu, we are focused on designing professional electronic accessories meant to help you enjoy your gadgets to the fullest! Our collection of accessories is made with high-quality materials and innovative designs in order to provide outstanding protection, keeping your devices safe while allowing full access and functionality. We don’t compromise on durability and aesthetics, so we can offer a superior user experience that will surpass your expectations. Our protective case is designed with your happiness and comfort in mind, as it has a heavy-duty design meant to protect your tablet while ensuring a comfortable use. The tablet features 3 layers of protection, comprised of a hard plastic frame, hard shell, and a soft silicone skin that provides stunning protection against bumps, shocks or drops. It also comes with a kickstand that allows you to enjoy your favorite media without holding the tablet, so you can cook, study, read, or watch your favorite music in a more comfortable setting. Still not convinced? Here are some of the amazing features of this product: • Shock-proof design; • 3 layers of protection; • Made with hard polycarbonate and soft silicone; • Superior protection against bumps, drops, scratches, shocks; • Raised screen edges; • Precise cut-outs for buttons and ports; • Full-body protection; • User-friendly design; • Practical kickstand; • Sturdy and durable; • Easy grip rugged design; Enjoy your precious tablet to the fullest with our protective case! ADJUSTABLE HAND STRAP This hand strap with self- adhesive loop strips is adjustable. Hold the center gravity. Designed for little hand, fit for kids/adults ROTATABLE KICKSTAND Built-in Kickstand is 360 degree rotating, you can adjust your iPad to whatever angle you want, perfect for watching videos and chatting CAMERA PROTECTION Keep the iPad lens from any possible damages",,,USD,Currently unavailable. We don't know when or if this item will be back in stock.,6,7,https://www.amazon.com/PUXICU-Protective-Case-Compatible-Generation/dp/B099JXJG3X?th=1&psc=1&language=en_US&currency=USD,9.1 ounces,3.9,9.06 x 5.91 x 1.73 inches,,Puxicu,,"{""unit_price"":null}",B099JXJG3X,FALSE,"[""https://m.media-amazon.com/images/I/71tlVXB6T0L._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/71RPPK3LqqL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/71QDIWFEKGL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/61HHhuJ5-9L._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/61bKxU9R5hL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/712fBNm3HAL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/71EUdQATTIL._AC_SL1000_.jpg""]","[{""type"":""Package Dimensions"",""value"":""9.06 x 5.91 x 1.73 inches""},{""type"":""Item Weight"",""value"":""9.1 ounces""},{""type"":""ASIN"",""value"":""B099JXJG3X""},{""type"":""Customer Reviews"",""value"":""3.93.9 out of 5 stars6 ratings3.9 out of 5 stars""},{""type"":""Special features"",""value"":""Kickstand, Heavy Duty Protection""},{""type"":""Form Factor"",""value"":""Case""},{""type"":""Manufacturer"",""value"":""Puxicu""},{""type"":""Date First Available"",""value"":""July 22, 2021""},{""type"":""Brand"",""value"":""Puxicu""},{""type"":""Compatible Devices"",""value"":""Tablets""},{""type"":""Form Factor"",""value"":""Case""},{""type"":""Shell Type"",""value"":""Hybrid""},{""type"":""Material"",""value"":""Silicone, Polycarbonate""}]",,
"AudioQuest Vodka 1M (3' 4"") HDMI Cable",AudioQuest,"An HDMI cable named Vodka better be smooth, pure and potent; fortunately, Audioquest's Vodka HDMI is all three. Treated to the heaviest silver plating Audioquest has ever used, Vodka delivers the performance of a pure silver cable at a very reasonable price. Vodka creates vibrant, shimmering images with exquisite resolution. Speed and dynamic range are truly outstanding without sacrificing Audioquest's legendary tonal neutrality. Midrange presence and power are first-rate with excellent bass extension and definition. 18Gbps Vodka HDMI cables are guaranteed to have the 18Gbps bandwidth required for compelling features like 8K/30 video, HDR (High Dynamic Range) imagery, and eARC (enhanced Audio Return Channel). Metallurgy Vodka receives 10% silver plated Long Grain Copper solid-core conductors. This is the heaviest plating Audioquest has ever used and we wish they'd found a way to use it earlier. The heavy silver plating creates a cable with performance as close to a pure silver cable as we've ever experienced. Speed, texture and resolution are amazing, yet the price is absolutely affordable. Vodka is a directional cable, AQ listens to every primary signal conductor used in Vodka to determine proper conductor orientation, this simple test yields a surprising improvement to sonic performance. Termination Vodka is terminated using a solderless cold-weld process which eliminates distortion and improves reliability and longevity. Vodka receives high-performance silver plated connectors for superior connectivity and signal transfer. HDMI v1.4 While the focus of the Indulgence Series HDMI cables is groundbreaking audio, video performance is hardly an afterthought. All Indulgence HDMI cables are High Speed compliant up to and including 8 meters and all will transfer 1080P/120HZ/4K/3D video. All Indulgence HDMI cables deliver 1",,,USD,Currently unavailable. We don't know when or if this item will be back in stock.,29,1,https://www.amazon.com/AudioQuest-Vodka-1M-HDMI-Cable/dp/B00363WOUW?th=1&psc=1&language=en_US&currency=USD,5.6 ounces,4.4,11 x 7.7 x 1.3 inches,,Audioquest,,"{""unit_price"":null}",B00363WOUW,FALSE,"[""https://m.media-amazon.com/images/I/61eRGBSfKeL._AC_SL1200_.jpg""]","[{""type"":""Brand"",""value"":""AudioQuest""},{""type"":""Connector Type"",""value"":""HDMI""},{""type"":""Cable Type"",""value"":""Ethernet""},{""type"":""Compatible Devices"",""value"":""PC""},{""type"":""Special Feature"",""value"":""High Speed""},{""type"":""Color"",""value"":""Silver""},{""type"":""Connector Gender"",""value"":""Male-to-Male""},{""type"":""Data Transfer Rate"",""value"":""10.2 Gigabits Per Second""},{""type"":""Shape"",""value"":""Round""},{""type"":""Unit Count"",""value"":""1 Count""},{""type"":""Specification Met"",""value"":""Hdmi 1.4""},{""type"":""Indoor/Outdoor Usage"",""value"":""Outdoor, Indoor""},{""type"":""Customer Package Type"",""value"":""Standard Packaging""},{""type"":""Manufacturer"",""value"":""Audioquest""},{""type"":""UPC"",""value"":""092592085695""},{""type"":""Product Dimensions"",""value"":""11 x 7.7 x 1.3 inches""},{""type"":""Item Weight"",""value"":""5.6 ounces""},{""type"":""ASIN"",""value"":""B00363WOUW""},{""type"":""Item model number"",""value"":""0092592085695""},{""type"":""Customer Reviews"",""value"":""4.44.4 out of 5 stars29 ratings4.4 out of 5 stars""},{""type"":""Best Sellers Rank"",""value"":""#20,499 in HDMI Cables""},{""type"":""Is Discontinued By Manufacturer"",""value"":""No""},{""type"":""Date First Available"",""value"":""October 2, 2001""},{""type"":""Brand"",""value"":""AudioQuest""},{""type"":""Connector Type"",""value"":""HDMI""},{""type"":""Cable Type"",""value"":""Ethernet""},{""type"":""Compatible Devices"",""value"":""PC""},{""type"":""Special Feature"",""value"":""High Speed""}]",,
"Compatible Samsung RPTV Lamp, Replaces Model HLR4677WX/XAA with Housing",M-Wave,,,,USD,Currently unavailable. We don't know when or if this item will be back in stock.,0,1,https://www.amazon.com/Compatible-Samsung-Replaces-HLR4677WX-XAA/dp/B00LW9KJ8Q?th=1&psc=1&language=en_US&currency=USD,1.51 pounds,0,5 x 5 x 5 inches,,,,"{""unit_price"":null}",B00LW9KJ8Q,FALSE,"[""https://m.media-amazon.com/images/I/41kilancTWL._AC_.jpg""]","[{""type"":""Brand"",""value"":""M-Wave""},{""type"":""Part Number"",""value"":""SAMSUNG.P95.HLR4677WX/XAA""},{""type"":""Item Weight"",""value"":""1.51 pounds""},{""type"":""Product Dimensions"",""value"":""5 x 5 x 5 inches""},{""type"":""Item model number"",""value"":""SAMSUNG.P95.HLR4677WX/XAA""},{""type"":""Assembled Height"",""value"":""5 inches""},{""type"":""Assembled Length"",""value"":""5 inches""},{""type"":""Assembled Width"",""value"":""5 inches""},{""type"":""Batteries Included?"",""value"":""No""},{""type"":""Batteries Required?"",""value"":""No""},{""type"":""ASIN"",""value"":""B00LW9KJ8Q""},{""type"":""Date First Available"",""value"":""September 5, 2014""},{""type"":""Product Dimensions"",""value"":""5 x 5 x 5 inches; 1.51 Pounds""},{""type"":""Item model number"",""value"":""SAMSUNG.P95.HLR4677WX/XAA""},{""type"":""Date First Available"",""value"":""September 5, 2014""},{""type"":""ASIN"",""value"":""B00LW9KJ8Q""},{""type"":""Brand"",""value"":""M-Wave""},{""type"":""Unit Count"",""value"":""1.0 Count""},{""type"":""Item Package Quantity"",""value"":""1""},{""type"":""Item Weight"",""value"":""1.5 Pounds""},{""type"":""UPC"",""value"":""851905285531""}]",,
Magnetic AIRPOD PRO 2 CASE with Lanyard (Navy Blue),Generic,Solid Grade Silicone Protective Case for AIRPOD PRO 2 Headphones. GLOW IN THE DARK. Available in 3 Colours. Fantastic Quality with Metal Hook.,4.99,4.99,CAD,Only 5 left in stock.,0,8,https://www.amazon.ca/dp/B0BND9QV6D?th=1&psc=1,0.02 Kilograms,0,,,,"[""FREE delivery Tuesday, October 15 on your first order"",""Or fastest delivery Tomorrow, October 12. Order within 16 hrs 3 mins""]","{""final_price"":4.99,""unit_price"":null}",B0BND8RX3N,TRUE,"[""https://m.media-amazon.com/images/I/41aUFM6yRxL._AC_.jpg"",""https://m.media-amazon.com/images/I/313VtzDvv1L._AC_.jpg"",""https://m.media-amazon.com/images/I/3102pASLOqL._AC_.jpg"",""https://m.media-amazon.com/images/I/417sZ8-7FiL._AC_.jpg"",""https://m.media-amazon.com/images/I/31kCV4972rL._AC_.jpg"",""https://m.media-amazon.com/images/I/51qXEpIvzTL._AC_.jpg"",""https://m.media-amazon.com/images/I/51ALqbjxWmL._AC_.jpg"",""https://m.media-amazon.com/images/I/41qCdSH9boL._AC_.jpg""]","[{""type"":""Theme"",""value"":""Modern""},{""type"":""Pattern"",""value"":""Solid""},{""type"":""Colour"",""value"":""Navy Blue""},{""type"":""ASIN"",""value"":""B0BND9QV6D""},{""type"":""Brand"",""value"":""Generic""},{""type"":""Age Range Description"",""value"":""Adult""},{""type"":""Item Weight"",""value"":""0.02 Kilograms""},{""type"":""SpecialFeatures"",""value"":""Lanyard""},{""type"":""Form Factor"",""value"":""Case""},{""type"":""Compatible Devices"",""value"":""Headphones""},{""type"":""Brand"",""value"":""Generic""},{""type"":""Colour"",""value"":""Navy Blue""},{""type"":""Compatible devices"",""value"":""Headphones""},{""type"":""Form factor"",""value"":""Case""},{""type"":""Special feature"",""value"":""Lanyard""}]",,
16GB DDR3-1600 ECC Low-Voltage RDIMM Kit (2 x 8GB) for Cisco - UCS-MR-2X082RY-E,Axiom,,,,USD,Currently unavailable. We don't know when or if this item will be back in stock.,0,1,https://www.amazon.com/DDR3-1600-Low-Voltage-RDIMM-Cisco-UCS-MR-2X082RY/dp/B01LZNU8UQ?th=1&psc=1&language=en_US&currency=USD,1.28 ounces,0,0.16 x 5.25 x 1.18 inches,,AXIOM,,"{""unit_price"":null}",B01LZNU8UQ,FALSE,"[""https://m.media-amazon.com/images/I/31X8uU5T6ML._AC_.jpg""]","[{""type"":""UPC"",""value"":""841280134043""},{""type"":""Memory Speed"",""value"":""1600 MHz""},{""type"":""Item model number"",""value"":""AXCS-MR2X082RYE""},{""type"":""Product Dimensions"",""value"":""0.16 x 5.25 x 1.18 inches""},{""type"":""Item DimensionsLxWxH"",""value"":""0.16 x 5.25 x 1.18 inches""},{""type"":""Computer Memory Type"",""value"":""DDR3 SDRAM""},{""type"":""Voltage"",""value"":""1.35 Volts""},{""type"":""ASIN"",""value"":""B01LZNU8UQ""},{""type"":""Date First Available"",""value"":""September 30, 2016""},{""type"":""Brand"",""value"":""Axiom""},{""type"":""Memory Storage Capacity"",""value"":""16 GB""},{""type"":""Special Feature"",""value"":""Lightweight""},{""type"":""Item Weight"",""value"":""1.28 ounces""},{""type"":""Manufacturer"",""value"":""AXIOM""}]",,
"Monoprice Fixed Frame Projection Screen (8cm Aluminum Frame w/ Velvet Wrapped) - HD White Fabric (120 inch, 16:9)",Monoprice,Fixed Frame Projection Screens are perfect for the dedicated media room. It allows you to create a real theater look and feel in your own home. Fixed screens provides a perfectly tensioned wrinkle free surface. There are no electrical connections to worry about like you would with a retractable screen. Assembly is easy. As projection screen technology progresses an increasing number of home theater enthusiasts are choosing projection screens over televisions as a method of displaying their high definition material. Using a large projection screen can give your home theater that movie theater feeling all without the hassle and cost of buying movie tickets or dealing with audience noise. So just sit back pop some popcorn put on a movie and enjoy a movie theater like experience all from the comfort of your own home! Fixed 8cm Aluminum frame velvet wrapped HD White Screen with 1.0 gain and a 160° viewing angle. * Projection screens are available to US residents within the contiguous 48 United States. We are unable to ship to AK HI PR US Territories and international countries due to product size. (Oversized item special handling required. Expedited shipping methods are not available.) ** See specifications tab for additional product information and specifications.,309.68,309.68,USD,Usually ships within 9 to 10 days,2,2,https://www.amazon.com/Monoprice-Projection-Screen-Aluminum-Wrapped/dp/B005E2Y5T6?th=1&psc=1&language=en_US&currency=USD,18.4 pounds,5,116.75 x 10.75 x 8.25 inches,,Monoprice Inc.,"[""$24.60 delivery August 1 - 6. ""]","{""final_price"":309.68,""unit_price"":null}",B005E2Y5T6,TRUE,"[""https://m.media-amazon.com/images/I/61Q2xVFBQKL._AC_SL1200_.jpg"",""https://m.media-amazon.com/images/I/61rlL8nXufL._AC_SL1200_.jpg""]","[{""type"":""Manufacturer"",""value"":""Monoprice Inc.""},{""type"":""Brand"",""value"":""Monoprice""},{""type"":""Item Weight"",""value"":""18.4 pounds""},{""type"":""Product Dimensions"",""value"":""116.75 x 10.75 x 8.25 inches""},{""type"":""Item model number"",""value"":""107956""},{""type"":""Material Type"",""value"":""Aluminum""},{""type"":""Number of Items"",""value"":""1""},{""type"":""Manufacturer Part Number"",""value"":""107956""},{""type"":""ASIN"",""value"":""B005E2Y5T6""},{""type"":""Customer Reviews"",""value"":""5.05.0 out of 5 stars2 ratings5.0 out of 5 stars""},{""type"":""Date First Available"",""value"":""July 23, 2011""},{""type"":""Material"",""value"":""Aluminum""},{""type"":""Display Dimensions"",""value"":""120 inch""},{""type"":""Brand"",""value"":""Monoprice""},{""type"":""Screen Surface Description"",""value"":""Wrinkle Free,160° Viewing Angle""},{""type"":""Operation Mode"",""value"":""Manual""}]",30,30-day refund/replacement
PDP Disney Minnie Pop Art Clip Case for iPod Touch 4 IP1603,PDP,###############################################################################################################################################################################################################################################################,,,USD,Currently unavailable. We don't know when or if this item will be back in stock.,2,1,https://www.amazon.com/Disney-Minnie-Clip-Touch-IP1603/dp/B00999USLY?th=1&psc=1&language=en_US&currency=USD,0.32 ounces,2.2,4.5 x 2.25 x 0.5 inches,,PDP,,"{""unit_price"":null}",B00999USLY,FALSE,"[""https://m.media-amazon.com/images/I/41r0SIPBzYL._AC_.jpg""]","[{""type"":""Product Dimensions"",""value"":""4.5 x 2.25 x 0.5 inches""},{""type"":""Item Weight"",""value"":""0.32 ounces""},{""type"":""ASIN"",""value"":""B00999USLY""},{""type"":""Item model number"",""value"":""IP1603""},{""type"":""Customer Reviews"",""value"":""2.22.2 out of 5 stars2 ratings2.2 out of 5 stars""},{""type"":""Other display features"",""value"":""Wireless""},{""type"":""Form Factor"",""value"":""Case""},{""type"":""Manufacturer"",""value"":""PDP""},{""type"":""Date First Available"",""value"":""September 10, 2012""},{""type"":""Brand"",""value"":""PDP""},{""type"":""Compatible Devices"",""value"":""Apple iPod Touch 4""},{""type"":""Form Factor"",""value"":""Case""},{""type"":""Age Range (Description)"",""value"":""Adult""},{""type"":""Item dimensions L x W x H"",""value"":""4.5 x 2.25 x 0.5 inches""}]",,
